m4,Um42
1.1359524294196741, 0.009474847631126819
1.33848874814715, 0.005894392481098147
1.5644445607204402, 0.003494782276874954
1.7152847941580398, 0.0022410628576079255
1.866213620347089, 0.0013782450362799922
2.017219965193657, 0.0008171607746562599
2.1514490577343763, 0.0005131693006779378
2.285633853899372, 0.0003290747658370102
2.3864081086737756, 0.00022118730519311635
2.52085868309312, 0.0001251150542584761
2.6217104565250424, 0.00008107442184862724
2.858068534664422, 0.00004324706740139195
3.2109186982312985, 0.000039763947895058295
3.398120719092168, 0.00003256385672018473
3.7930350901839804, 0.000029904169820488096
4.139322410108592, 0.000032034333764640924
4.530635698387076, 0.00005171869814372552
4.867534244873424, 0.00004960050181117242
5.179219294297091, 0.000024160617435474878
5.289924796509043, 0.000016721941704130536
5.531871600719063, 0.000029779376387878117
5.804427200555066, 0.00003940921126879392
6.105629899377803, 0.000020305235008410863
6.313206512857418, 0.000012374390128087835
6.487875981616288, 0.0000300294862123643
6.7989061477963, 0.00004109218712045287
7.112753879875109, 0.00002607670967556397
7.438210426420708, 0.00001895707146079336
7.705883760263166, 0.000010828593819819614
7.920952329071898, 0.000021490958689376138
8.125512992170007, 0.000032197124861744916
8.44281531421756, 0.000021565982519576644
8.6330608652272, 0.00001556512744543916
9.02220452597144, 0.000008387291231916017
9.361996487111044, 0.00001822824376712348
9.65223741495526, 0.00003256385672018473
9.938032094086076, 0.000009311625659489582
9.99822348596708, 0.000014097015893201901
10.202747235418752, 0.000021490958689376138
10.435194480507379, 0.00003031625270715251
10.714324706564666, 0.000021235709973472386
10.86409212499319, 0.0000155961540045701
11.257072959284606, 0.00001425758379667676
11.463723956168094, 0.000009101225164182943
11.589951603700825, 0.000013906107917935148
11.758253676312476, 0.000022651286057099514
12.000132853288683, 0.000010813094098783418
12.267558358748254, 0.000026741820935008385
12.531951771424964, 0.000016634759095909547
12.732393839219926, 0.00001588952263085505
12.952909870494027, 0.000008300062158310515
13.101218566058941, 0.0000175824957829678
13.382784048717413, 0.000037013100970654654
13.73426863108517, 0.000016431361297199263
14.0339154596604, 0.000017645632217857786
14.318508072261865, 0.000008899191141050423
14.66629972395239, 0.000022579763917985857
15.032820017530886, 0.000021531848365934155
15.439656724591226, 0.000010337827795048123
15.506420721774939, 0.000020512781368650832
15.70144515133878, 0.000009619686664634658
15.877938268018879, 0.000027379853679813214
16.16157321660498, 0.000009491820915364583
16.277242127716917, 0.000014647895868500584
16.524514621899815, 0.00002902413198395623
16.898220222275103, 0.000021621166398212797
17.230129654540402, 0.00003808362871239014
17.593105835366572, 0.00004015784733408124
17.996588232932996, 0.00003292329039398212
18.28506414196377, 0.000022663716708246
18.57929376668282, 0.00003678165316418665
18.791858784874442, 0.000017314952325213396
19.014815100005777, 0.00003507558749263803
19.26667606590842, 0.000021090317026026548
19.487378328320723, 0.00003098625119717515
